battAlias;country;continent;climate;iso_a3;model_series;var;val;descr;cnt_vhcl
Batt_11;Japan;Asia;normal;JPN;205;variable_8;17;Beschreibung_8;40
Batt_11;Norway;Europe;coldland;NOR;205;variable_8;8.3;Beschreibung_8;984
Batt_11;Thailand;Asia;hotland;THA;205;variable_8;1.4;Beschreibung_8;1336
Batt_11;Australia;Oceania;hotland;AUS;253;variable_8;1.4;Beschreibung_8;490
Batt_11;Israel;Asia;normal;ISR;253;variable_8;14.1;Beschreibung_8;16
Batt_11;Canada;North America;coldland;CAN;253;variable_8;13;Beschreibung_8;36
Batt_11;Puerto Rico;North America;normal;PRI;253;variable_8;11.1;Beschreibung_8;662
Batt_11;USA;North America;normal;USA;253;variable_8;11.9;Beschreibung_8;1260
Batt_11;New Zealand;Oceania;normal;NZL;253;variable_8;0.7;Beschreibung_8;50
Batt_11;New Zealand;Oceania;normal;NZL;177;variable_8;0.5;Beschreibung_8;20
Batt_11;Thailand;Asia;hotland;THA;243;variable_8;0.3;Beschreibung_8;100
Batt_11;Romania;Europe;normal;ROU;247;variable_8;0.3;Beschreibung_8;75
Batt_11;Malta;;;;247;variable_8;0.4;Beschreibung_8;12
Batt_11;Slovakia (Slovak Republic);Europe;normal;SVK;247;variable_8;0.3;Beschreibung_8;36
Batt_11;Ireland;Europe;normal;IRL;247;variable_8;0.3;Beschreibung_8;110
Batt_11;Hungary;Europe;normal;HUN;247;variable_8;0.3;Beschreibung_8;168
Batt_11;Portugal;Europe;normal;PRT;297;variable_8;1;Beschreibung_8;14
Batt_11;Croatia;Europe;normal;HRV;247;variable_8;0.3;Beschreibung_8;43
Batt_11;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;247;variable_8;0.3;Beschreibung_8;1656
Batt_11;Spain;Europe;normal;ESP;297;variable_8;5.6;Beschreibung_8;20
Batt_11;Puerto Rico;North America;normal;PRI;297;variable_8;0.5;Beschreibung_8;13
Batt_11;Poland;Europe;normal;POL;247;variable_8;0.3;Beschreibung_8;118
Batt_11;Norway;Europe;coldland;NOR;247;variable_8;0.3;Beschreibung_8;210
Batt_11;Korea (South);Asia;normal;KOR;205;variable_8;19.2;Beschreibung_8;410
Batt_11;Thailand;Asia;hotland;THA;223;variable_8;0.6;Beschreibung_8;240
Batt_11;Puerto Rico;North America;normal;PRI;205;variable_8;17;Beschreibung_8;52
Batt_11;USA;North America;normal;USA;205;variable_8;10.8;Beschreibung_8;189
Batt_11;Malaysia;Asia;hotland;MYS;205;variable_8;23.2;Beschreibung_8;31
Batt_11;Israel;Asia;normal;ISR;205;variable_8;11.6;Beschreibung_8;15
Batt_11;China;Asia;normal;CHN;293;variable_8;0.3;Beschreibung_8;7310
Batt_11;Finland;Europe;coldland;FIN;293;variable_8;0.2;Beschreibung_8;256
Batt_11;Norway;Europe;coldland;NOR;293;variable_8;0.2;Beschreibung_8;7056
Batt_11;Dubai (UAE);Asia;hotland;ARE;293;variable_8;0.4;Beschreibung_8;43
Batt_11;Hungary;Europe;normal;HUN;293;variable_8;0.3;Beschreibung_8;125
Batt_11;Switzerland;Europe;normal;CHE;293;variable_8;0.3;Beschreibung_8;760
Batt_11;India;Asia;hotland;IND;293;variable_8;1;Beschreibung_8;55
Batt_11;Romania;Europe;normal;ROU;293;variable_8;0.5;Beschreibung_8;87
Batt_11;Greece;Europe;normal;GRC;293;variable_8;0.3;Beschreibung_8;42
Batt_11;Netherlands;Europe;normal;NLD;293;variable_8;0.2;Beschreibung_8;831
Batt_11;Lithuania;Europe;normal;LTU;293;variable_8;0.2;Beschreibung_8;19
Batt_11;Belgium;Europe;normal;BEL;293;variable_8;0.2;Beschreibung_8;1618
Batt_11;France;Europe;normal;FRA;293;variable_8;0.3;Beschreibung_8;469
Batt_11;Portugal;Europe;normal;PRT;293;variable_8;0.3;Beschreibung_8;317
Batt_11;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;293;variable_8;0.2;Beschreibung_8;9720
Batt_11;Slovenia;Europe;normal;SVN;293;variable_8;0.5;Beschreibung_8;27
Batt_11;Slovakia (Slovak Republic);Europe;normal;SVK;293;variable_8;0.3;Beschreibung_8;60
Batt_11;New Zealand;Oceania;normal;NZL;293;variable_8;0.3;Beschreibung_8;167
Batt_11;Japan;Asia;normal;JPN;293;variable_8;0.7;Beschreibung_8;546
Batt_11;Spain;Europe;normal;ESP;293;variable_8;0.3;Beschreibung_8;239
Batt_11;Estonia;Europe;normal;EST;293;variable_8;0.2;Beschreibung_8;15
Batt_11;Italy;Europe;normal;ITA;293;variable_8;0.3;Beschreibung_8;392
Batt_11;Hong Kong;;;;293;variable_8;0.3;Beschreibung_8;94
Batt_11;Sweden;Europe;coldland;SWE;293;variable_8;0.2;Beschreibung_8;898
Batt_11;Denmark;Europe;coldland;DNK;293;variable_8;0.2;Beschreibung_8;557
Batt_11;Czech Republic;Europe;normal;CZE;293;variable_8;0.2;Beschreibung_8;83
Batt_11;Taiwan, province of China;Asia;normal;TWN;293;variable_8;0.3;Beschreibung_8;120
Batt_11;Bulgaria;Europe;normal;BGR;293;variable_8;0.2;Beschreibung_8;22
Batt_11;Germany;Europe;normal;DEU;293;variable_8;0.3;Beschreibung_8;5821
Batt_11;Ireland;Europe;normal;IRL;293;variable_8;0.3;Beschreibung_8;45
Batt_11;Mexico;North America;hotland;MEX;293;variable_8;0.4;Beschreibung_8;106
Batt_11;Poland;Europe;normal;POL;293;variable_8;0.3;Beschreibung_8;269
Batt_11;Australia;Oceania;hotland;AUS;293;variable_8;0.3;Beschreibung_8;627
Batt_11;Austria;Europe;normal;AUT;293;variable_8;0.2;Beschreibung_8;664
Batt_11;Singapore;;;;293;variable_8;0.2;Beschreibung_8;77
Batt_11;Korea (South);Asia;normal;KOR;293;variable_8;0.3;Beschreibung_8;672
Batt_11;China;Asia;normal;CHN;213;variable_8;1.1;Beschreibung_8;358
Batt_11;Malaysia;Asia;hotland;MYS;213;variable_8;17.9;Beschreibung_8;13
Batt_11;Singapore;;;;223;variable_8;0.4;Beschreibung_8;32
Batt_11;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;223;variable_8;0.4;Beschreibung_8;179
Batt_11;Malaysia;Asia;hotland;MYS;223;variable_8;0.4;Beschreibung_8;416
Batt_11;China;Asia;normal;CHN;223;variable_8;0.4;Beschreibung_8;12
Batt_15;Italy;Europe;normal;ITA;all;variable_5;0.1;Beschreibung_5;5331
Batt_15;Poland;Europe;normal;POL;all;variable_5;0.1;Beschreibung_5;573
Batt_15;Portugal;Europe;normal;PRT;all;variable_5;0.1;Beschreibung_5;2764
Batt_15;Austria;Europe;normal;AUT;all;variable_5;0.1;Beschreibung_5;427
Batt_15;Spain;Europe;normal;ESP;all;variable_5;0.1;Beschreibung_5;6599
Batt_15;New Zealand;Oceania;normal;NZL;all;variable_5;0.2;Beschreibung_5;20
Batt_15;Finland;Europe;coldland;FIN;all;variable_5;0.1;Beschreibung_5;1476
Batt_15;Germany;Europe;normal;DEU;all;variable_5;0.1;Beschreibung_5;28423
Batt_15;Japan;Asia;normal;JPN;all;variable_5;0.2;Beschreibung_5;423
Batt_15;Ireland;Europe;normal;IRL;all;variable_5;0.1;Beschreibung_5;252
Batt_15;Netherlands;Europe;normal;NLD;all;variable_5;0.1;Beschreibung_5;2396
Batt_15;Australia;Oceania;hotland;AUS;all;variable_5;0.2;Beschreibung_5;61
Batt_15;Malta;;;;all;variable_5;0.2;Beschreibung_5;38
Batt_15;Czech Republic;Europe;normal;CZE;all;variable_5;0.1;Beschreibung_5;265
Batt_15;Sweden;Europe;coldland;SWE;all;variable_5;0.1;Beschreibung_5;2819
Batt_15;Switzerland;Europe;normal;CHE;all;variable_5;0.1;Beschreibung_5;844
Batt_15;Denmark;Europe;coldland;DNK;all;variable_5;0.1;Beschreibung_5;1052
Batt_15;Estonia;Europe;normal;EST;all;variable_5;0.2;Beschreibung_5;11
Batt_15;Slovakia (Slovak Republic);Europe;normal;SVK;all;variable_5;0.1;Beschreibung_5;92
Batt_15;Belgium;Europe;normal;BEL;all;variable_5;0.1;Beschreibung_5;7581
Batt_15;Croatia;Europe;normal;HRV;all;variable_5;0.1;Beschreibung_5;83
Batt_15;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_5;0.1;Beschreibung_5;11727
Batt_15;Slovenia;Europe;normal;SVN;all;variable_5;0.1;Beschreibung_5;27
Batt_15;Greece;Europe;normal;GRC;all;variable_5;0.1;Beschreibung_5;1046
Batt_15;Romania;Europe;normal;ROU;all;variable_5;0.1;Beschreibung_5;250
Batt_15;Hungary;Europe;normal;HUN;all;variable_5;0.1;Beschreibung_5;514
Batt_15;Norway;Europe;coldland;NOR;all;variable_5;0.1;Beschreibung_5;639
Batt_15;France;Europe;normal;FRA;all;variable_5;0.1;Beschreibung_5;11831
Batt_16;Germany;Europe;normal;DEU;all;variable_5;0.1;Beschreibung_5;742
Batt_7;Greece;Europe;normal;GRC;all;variable_5;32.2;Beschreibung_5;30
Batt_7;China;Asia;normal;CHN;all;variable_5;18;Beschreibung_5;13832
Batt_7;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_5;21.5;Beschreibung_5;2702
Batt_16;Sweden;Europe;coldland;SWE;all;variable_5;0.1;Beschreibung_5;103
Batt_7;Germany;Europe;normal;DEU;all;variable_5;27.9;Beschreibung_5;2125
Batt_7;France;Europe;normal;FRA;all;variable_5;34.3;Beschreibung_5;1402
Batt_7;Spain;Europe;normal;ESP;all;variable_5;40.9;Beschreibung_5;643
Batt_7;Switzerland;Europe;normal;CHE;all;variable_5;30.3;Beschreibung_5;29
Batt_16;Belgium;Europe;normal;BEL;all;variable_5;0.1;Beschreibung_5;427
Batt_7;Netherlands;Europe;normal;NLD;all;variable_5;29.1;Beschreibung_5;515
Batt_7;Finland;Europe;coldland;FIN;all;variable_5;28.7;Beschreibung_5;34
Batt_7;Portugal;Europe;normal;PRT;all;variable_5;22.3;Beschreibung_5;150
Batt_7;Sweden;Europe;coldland;SWE;all;variable_5;22.1;Beschreibung_5;280
Batt_7;Austria;Europe;normal;AUT;all;variable_5;34.8;Beschreibung_5;36
Batt_7;Italy;Europe;normal;ITA;all;variable_5;31.5;Beschreibung_5;683
Batt_7;Belgium;Europe;normal;BEL;all;variable_5;32.4;Beschreibung_5;552
Batt_7;Denmark;Europe;coldland;DNK;all;variable_5;31.2;Beschreibung_5;562
Batt_8;Denmark;Europe;coldland;DNK;all;variable_5;0.1;Beschreibung_5;21
Batt_8;Poland;Europe;normal;POL;all;variable_5;0.2;Beschreibung_5;24
Batt_8;China;Asia;normal;CHN;all;variable_5;0.2;Beschreibung_5;233
Batt_8;Finland;Europe;coldland;FIN;all;variable_5;0.1;Beschreibung_5;25
Batt_8;Dubai (UAE);Asia;hotland;ARE;all;variable_5;0.1;Beschreibung_5;19
Batt_8;Slovakia (Slovak Republic);Europe;normal;SVK;all;variable_5;0.1;Beschreibung_5;13
Batt_8;Belgium;Europe;normal;BEL;all;variable_5;0.1;Beschreibung_5;46
Batt_8;Sweden;Europe;coldland;SWE;all;variable_5;0.1;Beschreibung_5;36
Batt_8;Portugal;Europe;normal;PRT;all;variable_5;0.1;Beschreibung_5;25
Batt_8;Czech Republic;Europe;normal;CZE;all;variable_5;0.2;Beschreibung_5;13
Batt_8;Hungary;Europe;normal;HUN;all;variable_5;0.1;Beschreibung_5;17
Batt_8;USA;North America;normal;USA;all;variable_5;0.1;Beschreibung_5;1206
Batt_8;Norway;Europe;coldland;NOR;all;variable_5;0.1;Beschreibung_5;60
Batt_8;France;Europe;normal;FRA;all;variable_5;0.1;Beschreibung_5;32
Batt_8;Puerto Rico;North America;normal;PRI;all;variable_5;0.1;Beschreibung_5;96
Batt_8;Canada;North America;coldland;CAN;all;variable_5;0.1;Beschreibung_5;50
Batt_8;Switzerland;Europe;normal;CHE;all;variable_5;0.2;Beschreibung_5;44
Batt_8;Germany;Europe;normal;DEU;all;variable_5;0.1;Beschreibung_5;321
Batt_8;Italy;Europe;normal;ITA;all;variable_5;0.2;Beschreibung_5;15
Batt_8;Spain;Europe;normal;ESP;all;variable_5;0.1;Beschreibung_5;35
Batt_8;Romania;Europe;normal;ROU;all;variable_5;0.2;Beschreibung_5;11
Batt_8;Austria;Europe;normal;AUT;all;variable_5;0.1;Beschreibung_5;11
Batt_8;Netherlands;Europe;normal;NLD;all;variable_5;0.1;Beschreibung_5;48
Batt_14;Croatia;Europe;normal;HRV;all;variable_5;0.1;Beschreibung_5;120
Batt_12;Puerto Rico;North America;normal;PRI;all;variable_5;5.9;Beschreibung_5;451
Batt_14;Belgium;Europe;normal;BEL;all;variable_5;0.1;Beschreibung_5;3895
Batt_14;Switzerland;Europe;normal;CHE;all;variable_5;0.1;Beschreibung_5;514
Batt_14;Portugal;Europe;normal;PRT;all;variable_5;0.1;Beschreibung_5;466
Batt_12;Netherlands;Europe;normal;NLD;all;variable_5;3;Beschreibung_5;693
Batt_12;Japan;Asia;normal;JPN;all;variable_5;12.2;Beschreibung_5;211
Batt_13;Italy;Europe;normal;ITA;all;variable_5;0.1;Beschreibung_5;2615
Batt_14;Poland;Europe;normal;POL;all;variable_5;0.1;Beschreibung_5;541
Batt_13;Switzerland;Europe;normal;CHE;all;variable_5;0.1;Beschreibung_5;656
Batt_12;Austria;Europe;normal;AUT;all;variable_5;4.8;Beschreibung_5;105
Batt_14;Lithuania;Europe;normal;LTU;all;variable_5;0.1;Beschreibung_5;46
Batt_12;USA;North America;normal;USA;all;variable_5;5.6;Beschreibung_5;1394
Batt_14;Slovakia (Slovak Republic);Europe;normal;SVK;all;variable_5;0.1;Beschreibung_5;130
Batt_13;Austria;Europe;normal;AUT;all;variable_5;0.1;Beschreibung_5;822
Batt_13;Netherlands;Europe;normal;NLD;all;variable_5;0.1;Beschreibung_5;1297
Batt_12;Belgium;Europe;normal;BEL;all;variable_5;3.9;Beschreibung_5;996
Batt_13;Hungary;Europe;normal;HUN;all;variable_5;0.1;Beschreibung_5;802
Batt_12;Hungary;Europe;normal;HUN;all;variable_5;4.5;Beschreibung_5;50
Batt_13;Greece;Europe;normal;GRC;all;variable_5;0.1;Beschreibung_5;410
Batt_12;Finland;Europe;coldland;FIN;all;variable_5;4.2;Beschreibung_5;365
Batt_14;Norway;Europe;coldland;NOR;all;variable_5;0.1;Beschreibung_5;974
Batt_14;Netherlands;Europe;normal;NLD;all;variable_5;0.1;Beschreibung_5;376
Batt_14;Estonia;Europe;normal;EST;all;variable_5;0.1;Beschreibung_5;35
Batt_14;Sweden;Europe;coldland;SWE;all;variable_5;0.1;Beschreibung_5;1639
Batt_13;Norway;Europe;coldland;NOR;all;variable_5;0.2;Beschreibung_5;1536
Batt_13;Belgium;Europe;normal;BEL;all;variable_5;0.1;Beschreibung_5;4661
Batt_14;Denmark;Europe;coldland;DNK;all;variable_5;0.1;Beschreibung_5;463
Batt_13;Slovakia (Slovak Republic);Europe;normal;SVK;all;variable_5;0.1;Beschreibung_5;111
Batt_12;Germany;Europe;normal;DEU;all;variable_5;4.6;Beschreibung_5;2153
Batt_12;Portugal;Europe;normal;PRT;all;variable_5;4.2;Beschreibung_5;193
Batt_12;Italy;Europe;normal;ITA;all;variable_5;4.7;Beschreibung_5;223
Batt_12;Malaysia;Asia;hotland;MYS;all;variable_5;8.7;Beschreibung_5;44
Batt_12;Sweden;Europe;coldland;SWE;all;variable_5;4;Beschreibung_5;253
Batt_13;Germany;Europe;normal;DEU;all;variable_5;0.1;Beschreibung_5;30215
Batt_12;Thailand;Asia;hotland;THA;all;variable_5;7.6;Beschreibung_5;312
Batt_13;Finland;Europe;coldland;FIN;all;variable_5;0.1;Beschreibung_5;1953
Batt_13;France;Europe;normal;FRA;all;variable_5;0.1;Beschreibung_5;9088
Batt_13;Portugal;Europe;normal;PRT;all;variable_5;0.1;Beschreibung_5;2500
Batt_14;Korea (South);Asia;normal;KOR;all;variable_5;0.1;Beschreibung_5;1286
Batt_13;Spain;Europe;normal;ESP;all;variable_5;0.1;Beschreibung_5;2365
Batt_14;Czech Republic;Europe;normal;CZE;all;variable_5;0.1;Beschreibung_5;309
Batt_12;Israel;Asia;normal;ISR;all;variable_5;7.6;Beschreibung_5;40
Batt_14;Hungary;Europe;normal;HUN;all;variable_5;0.1;Beschreibung_5;404
Batt_12;Norway;Europe;coldland;NOR;all;variable_5;4.7;Beschreibung_5;2256
Batt_13;Denmark;Europe;coldland;DNK;all;variable_5;0.1;Beschreibung_5;1254
Batt_12;Czech Republic;Europe;normal;CZE;all;variable_5;4.2;Beschreibung_5;12
Batt_14;Spain;Europe;normal;ESP;all;variable_5;0.1;Beschreibung_5;1438
Batt_14;Austria;Europe;normal;AUT;all;variable_5;0.1;Beschreibung_5;587
Batt_14;China;Asia;normal;CHN;all;variable_5;0.1;Beschreibung_5;7745
Batt_14;France;Europe;normal;FRA;all;variable_5;0.1;Beschreibung_5;3024
Batt_14;Finland;Europe;coldland;FIN;all;variable_5;0.1;Beschreibung_5;471
Batt_13;Sweden;Europe;coldland;SWE;all;variable_5;0.1;Beschreibung_5;4819
Batt_12;Switzerland;Europe;normal;CHE;all;variable_5;4.7;Beschreibung_5;244
Batt_14;Germany;Europe;normal;DEU;all;variable_5;0.1;Beschreibung_5;7206
Batt_12;Korea (South);Asia;normal;KOR;all;variable_5;7;Beschreibung_5;2210
Batt_12;Spain;Europe;normal;ESP;all;variable_5;4.4;Beschreibung_5;138
Batt_14;Greece;Europe;normal;GRC;all;variable_5;0.1;Beschreibung_5;91
Batt_12;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_5;3.7;Beschreibung_5;2176
Batt_14;Bulgaria;Europe;normal;BGR;all;variable_5;0.1;Beschreibung_5;24
Batt_12;Denmark;Europe;coldland;DNK;all;variable_5;4.6;Beschreibung_5;69
Batt_14;Romania;Europe;normal;ROU;all;variable_5;0.1;Beschreibung_5;350
Batt_13;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_5;0.1;Beschreibung_5;3799
Batt_12;France;Europe;normal;FRA;all;variable_5;4.6;Beschreibung_5;1002
Batt_12;Jordan;Asia;normal;JOR;all;variable_5;12.4;Beschreibung_5;15
Batt_17;Sweden;Europe;coldland;SWE;all;variable_5;0.1;Beschreibung_5;47
Batt_18;Portugal;Europe;normal;PRT;all;variable_5;0.1;Beschreibung_5;339
Batt_18;Italy;Europe;normal;ITA;all;variable_5;0.1;Beschreibung_5;171
Batt_17;Germany;Europe;normal;DEU;all;variable_5;0.1;Beschreibung_5;481
Batt_17;Austria;Europe;normal;AUT;all;variable_5;0.1;Beschreibung_5;11
Batt_17;Finland;Europe;coldland;FIN;all;variable_5;0.1;Beschreibung_5;32
Batt_18;Sweden;Europe;coldland;SWE;all;variable_5;0.1;Beschreibung_5;766
Batt_17;Belgium;Europe;normal;BEL;all;variable_5;0.1;Beschreibung_5;255
Batt_18;France;Europe;normal;FRA;all;variable_5;0.1;Beschreibung_5;664
Batt_17;Hungary;Europe;normal;HUN;all;variable_5;0.1;Beschreibung_5;47
Batt_5;China;Asia;normal;CHN;all;variable_5;0.1;Beschreibung_5;7310
Batt_17;France;Europe;normal;FRA;all;variable_5;0.1;Beschreibung_5;199
Batt_17;Romania;Europe;normal;ROU;all;variable_5;0.1;Beschreibung_5;35
Batt_17;Poland;Europe;normal;POL;all;variable_5;0.1;Beschreibung_5;29
Batt_17;Czech Republic;Europe;normal;CZE;all;variable_5;0.1;Beschreibung_5;14
Batt_17;Netherlands;Europe;normal;NLD;all;variable_5;0.1;Beschreibung_5;81
Batt_18;Germany;Europe;normal;DEU;all;variable_5;0.1;Beschreibung_5;3912
Batt_18;Belgium;Europe;normal;BEL;all;variable_5;0.1;Beschreibung_5;1704
Batt_17;Switzerland;Europe;normal;CHE;all;variable_5;0.1;Beschreibung_5;28
Batt_18;Greece;Europe;normal;GRC;all;variable_5;0.2;Beschreibung_5;27
Batt_18;Czech Republic;Europe;normal;CZE;all;variable_5;0.1;Beschreibung_5;31
Batt_18;Hungary;Europe;normal;HUN;all;variable_5;0.1;Beschreibung_5;60
Batt_18;Switzerland;Europe;normal;CHE;all;variable_5;0.1;Beschreibung_5;68
Batt_18;Austria;Europe;normal;AUT;all;variable_5;0.1;Beschreibung_5;63
Batt_18;Denmark;Europe;coldland;DNK;all;variable_5;0.1;Beschreibung_5;446
Batt_18;Poland;Europe;normal;POL;all;variable_5;0.1;Beschreibung_5;66
Batt_18;Netherlands;Europe;normal;NLD;all;variable_5;0.1;Beschreibung_5;454
Batt_18;Finland;Europe;coldland;FIN;all;variable_5;0.1;Beschreibung_5;300
Batt_7;USA;North America;normal;USA;all;variable_5;28.6;Beschreibung_5;4845
Batt_18;Norway;Europe;coldland;NOR;all;variable_5;0.2;Beschreibung_5;33
Batt_18;Ireland;Europe;normal;IRL;all;variable_5;0.2;Beschreibung_5;16
Batt_7;Canada;North America;coldland;CAN;all;variable_5;33.9;Beschreibung_5;360
Batt_18;Spain;Europe;normal;ESP;all;variable_5;0.1;Beschreibung_5;271
Batt_7;Puerto Rico;North America;normal;PRI;all;variable_5;27;Beschreibung_5;1570
Batt_18;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_5;0.1;Beschreibung_5;453
Batt_9;Hong Kong;;;;all;variable_5;0.1;Beschreibung_5;18
Batt_9;Singapore;;;;all;variable_5;0.2;Beschreibung_5;12
Batt_9;Switzerland;Europe;normal;CHE;all;variable_5;0.1;Beschreibung_5;45
Batt_9;Spain;Europe;normal;ESP;all;variable_5;0.1;Beschreibung_5;67
Batt_9;Ireland;Europe;normal;IRL;all;variable_5;0.1;Beschreibung_5;21
Batt_9;USA;North America;normal;USA;all;variable_5;0.1;Beschreibung_5;364
Batt_9;Sweden;Europe;coldland;SWE;all;variable_5;0.1;Beschreibung_5;211
Batt_9;Denmark;Europe;coldland;DNK;all;variable_5;0.1;Beschreibung_5;97
Batt_9;Romania;Europe;normal;ROU;all;variable_5;0.1;Beschreibung_5;12
Batt_9;Netherlands;Europe;normal;NLD;all;variable_5;0.1;Beschreibung_5;109
Batt_9;Portugal;Europe;normal;PRT;all;variable_5;0.1;Beschreibung_5;45
Batt_9;Puerto Rico;North America;normal;PRI;all;variable_5;0.1;Beschreibung_5;186
Batt_9;Finland;Europe;coldland;FIN;all;variable_5;0.1;Beschreibung_5;42
Batt_9;France;Europe;normal;FRA;all;variable_5;0.1;Beschreibung_5;68
Batt_9;Germany;Europe;normal;DEU;all;variable_5;0.1;Beschreibung_5;634
Batt_9;Poland;Europe;normal;POL;all;variable_5;0.2;Beschreibung_5;33
Batt_9;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_5;0.1;Beschreibung_5;114
Batt_9;Dubai (UAE);Asia;hotland;ARE;all;variable_5;0.1;Beschreibung_5;24
Batt_9;Austria;Europe;normal;AUT;all;variable_5;0.1;Beschreibung_5;44
Batt_9;Korea (South);Asia;normal;KOR;all;variable_5;0.1;Beschreibung_5;173
Batt_9;China;Asia;normal;CHN;all;variable_5;0.2;Beschreibung_5;555
Batt_9;Belgium;Europe;normal;BEL;all;variable_5;0.1;Beschreibung_5;162
Batt_9;Japan;Asia;normal;JPN;all;variable_5;0.2;Beschreibung_5;86
Batt_9;Italy;Europe;normal;ITA;all;variable_5;0.1;Beschreibung_5;36
Batt_6;Austria;Europe;normal;AUT;all;variable_5;0.1;Beschreibung_5;763
Batt_6;Switzerland;Europe;normal;CHE;all;variable_5;0.1;Beschreibung_5;1821
Batt_6;Czech Republic;Europe;normal;CZE;all;variable_5;0.1;Beschreibung_5;184
Batt_6;Malta;;;;all;variable_5;0.2;Beschreibung_5;17
Batt_6;Korea (South);Asia;normal;KOR;all;variable_5;0.1;Beschreibung_5;3889
Batt_6;Greece;Europe;normal;GRC;all;variable_5;0.1;Beschreibung_5;303
Batt_6;Finland;Europe;coldland;FIN;all;variable_5;0.1;Beschreibung_5;721
Batt_6;Germany;Europe;normal;DEU;all;variable_5;0.1;Beschreibung_5;13336
Batt_18;New Zealand;Oceania;normal;NZL;all;variable_5;0.2;Beschreibung_5;29
Batt_6;Belgium;Europe;normal;BEL;all;variable_5;0.1;Beschreibung_5;4013
Batt_18;Thailand;Asia;hotland;THA;all;variable_5;0.1;Beschreibung_5;842
Batt_6;Croatia;Europe;normal;HRV;all;variable_5;0.2;Beschreibung_5;29
Batt_6;Taiwan, province of China;Asia;normal;TWN;all;variable_5;0.2;Beschreibung_5;766
Batt_6;Sweden;Europe;coldland;SWE;all;variable_5;0.1;Beschreibung_5;1810
Batt_6;Lithuania;Europe;normal;LTU;all;variable_5;0.1;Beschreibung_5;39
Batt_6;Hungary;Europe;normal;HUN;all;variable_5;0.1;Beschreibung_5;222
Batt_6;Ireland;Europe;normal;IRL;all;variable_5;0.2;Beschreibung_5;311
Batt_6;Denmark;Europe;coldland;DNK;all;variable_5;0.1;Beschreibung_5;1427
Batt_6;Slovenia;Europe;normal;SVN;all;variable_5;0.1;Beschreibung_5;36
Batt_18;Romania;Europe;normal;ROU;all;variable_5;0.1;Beschreibung_5;42
Batt_6;Bulgaria;Europe;normal;BGR;all;variable_5;0.2;Beschreibung_5;27
Batt_6;Netherlands;Europe;normal;NLD;all;variable_5;0.1;Beschreibung_5;2048
Batt_6;Mexico;North America;hotland;MEX;all;variable_5;0.2;Beschreibung_5;264
Batt_6;Italy;Europe;normal;ITA;all;variable_5;0.1;Beschreibung_5;1461
Batt_6;Norway;Europe;coldland;NOR;all;variable_5;0.1;Beschreibung_5;3855
Batt_6;Spain;Europe;normal;ESP;all;variable_5;0.1;Beschreibung_5;1523
Batt_6;United Kingdom of Great Britain and Northern Ireland;Europe;normal;GBR;all;variable_5;0.1;Beschreibung_5;8354
Batt_6;Romania;Europe;normal;ROU;all;variable_5;0.2;Beschreibung_5;324
Batt_6;Estonia;Europe;normal;EST;all;variable_5;0.1;Beschreibung_5;23
Batt_6;Cyprus (South);Asia;normal;CYP;all;variable_5;0.1;Beschreibung_5;18
Batt_6;India;Asia;hotland;IND;all;variable_5;0.2;Beschreibung_5;225
Batt_6;Slovakia (Slovak Republic);Europe;normal;SVK;all;variable_5;0.1;Beschreibung_5;118
Batt_6;Poland;Europe;normal;POL;all;variable_5;0.2;Beschreibung_5;537
Batt_13;Canada;North America;coldland;CAN;all;variable_5;0.6;Beschreibung_5;15
Batt_13;Poland;Europe;normal;POL;all;variable_5;0.1;Beschreibung_5;667
Batt_13;Czech Republic;Europe;normal;CZE;all;variable_5;0.1;Beschreibung_5;140
Batt_12;Canada;North America;coldland;CAN;all;variable_5;7.4;Beschreibung_5;24
Batt_13;Thailand;Asia;hotland;THA;all;variable_5;0.1;Beschreibung_5;5503
Batt_13;Slovenia;Europe;normal;SVN;all;variable_5;0.2;Beschreibung_5;15
Batt_13;New Zealand;Oceania;normal;NZL;all;variable_5;0.2;Beschreibung_5;60
Batt_13;Lithuania;Europe;normal;LTU;all;variable_5;0.1;Beschreibung_5;12
Batt_13;Korea (South);Asia;normal;KOR;all;variable_5;0.2;Beschreibung_5;11609
Batt_13;Romania;Europe;normal;ROU;all;variable_5;0.1;Beschreibung_5;418
Batt_13;Mexico;North America;hotland;MEX;all;variable_5;0.2;Beschreibung_5;815
Batt_13;Puerto Rico;North America;normal;PRI;all;variable_5;0.6;Beschreibung_5;277
Batt_13;Malta;;;;all;variable_5;0.2;Beschreibung_5;12
Batt_13;Ireland;Europe;normal;IRL;all;variable_5;0.1;Beschreibung_5;335
Batt_13;Croatia;Europe;normal;HRV;all;variable_5;0.1;Beschreibung_5;17
Batt_13;USA;North America;normal;USA;all;variable_5;0.6;Beschreibung_5;152
